name,category,code
"prugne ex/large calif.""montan""500g",ortofrutta frutta secca,01.1.6.3
ciliege cat.i cal.26-28 orig.italia,ortofrutta frutta fresca,01.1.6.3
ciliege cat.i cal.28/30 orig.cile/argentina,ortofrutta frutta fresca,01.1.6.3
albicocche cal.35+ kg.1 ita.i cat,ortofrutta frutta fresca,01.1.6.3
susina r. i ita cs.500g(zucchelle),ortofrutta frutta fresca,01.1.6.3
ciliege bigarreaux cat.i cal.26/28 orig.italia,ortofrutta frutta fresca,01.1.6.3
albicocche basilicata,ortofrutta frutta fresca,01.1.6.3
albicocche cat.i cal.45-55 orig.esp.,ortofrutta frutta fresca,01.1.6.3
prugne gialle,ortofrutta frutta fresca,01.1.6.3
"albicoc.45+ minicollo""premium""it.ic",ortofrutta frutta fresca,01.1.6.3
susina nera i 50+ ita,ortofrutta frutta fresca,01.1.6.3
albicocche albisole italia i categoria,ortofrutta frutta fresca,01.1.6.3
albicocche i 45-50 esp ct.(aa),ortofrutta frutta fresca,01.1.6.3
ciliege duroni cal.30+ 400g it.i ct,ortofrutta frutta fresca,01.1.6.3
ciliege italia categoria i gr 500,ortofrutta frutta fresca,01.1.6.3
albicocche i  45-55 ita,ortofrutta frutta fresca,01.1.6.3
albicocche italia cal. 40 cat. i,ortofrutta frutta fresca,01.1.6.3
susina rossa .,ortofrutta frutta fresca,01.1.6.3
ciliegia durone ctii cl 22+ al kg,ortofrutta frutta fresca,01.1.6.3
susina rossa  i  60+ ita,ortofrutta frutta fresca,01.1.6.3
albicocche cat.i cal.40+ orig.ita,ortofrutta frutta fresca,01.1.6.3
ciliege provenienza grecia i categoria,ortofrutta frutta fresca,01.1.6.3
albicocche bio italia ii categoria gr 500,ortofrutta frutta secca,01.1.6.3
albicocche italia cal. 45/50 cat. i,ortofrutta frutta fresca,01.1.6.3
ciliege cat.i cal.26+ orig.italia,ortofrutta frutta fresca,01.1.6.3
albicocche camp.600g valf.it.i cat,ortofrutta frutta fresca,01.1.6.3
ciliegia durone  it i 22/24 gr500,ortofrutta frutta fresca,01.1.6.3
albicocche  it i  cl40/45 kg1 cpq,ortofrutta frutta fresca,01.1.6.3
prugne nere italia,ortofrutta frutta fresca,01.1.6.3
albicocche flopria  i 40/45 kg1,ortofrutta frutta fresca,01.1.6.3
ciliege cal.28+ cile 3x4 i cat,ortofrutta frutta fresca,01.1.6.3
albicocche 40+ cest.kg.1 it.i cat.,ortofrutta frutta fresca,01.1.6.3
albicocche cat.i cal.40-50 orig.ita,ortofrutta frutta fresca,01.1.6.3
albicocche i 45-50 zaf ct.,ortofrutta frutta fresca,01.1.6.3
prugne gialle cal.a sud afr.3x4 ict,ortofrutta frutta fresca,01.1.6.3
"ciliege i 28+ argentina(2,5kg cir)",ortofrutta frutta fresca,01.1.6.3
autunnale con prugna 200g,ortofrutta frutta fresca,01.1.6.3
ciliegia bigarroux it i 24/26 gr500,ortofrutta frutta fresca,01.1.6.3
ciliege provenienza italia i categoria,ortofrutta frutta fresca,01.1.6.3
albicocche valfrutta vass.gr 600,ortofrutta frutta fresca,01.1.6.3
albicocche italia,ortofrutta frutta fresca,01.1.6.3
ciliegia durone  it i 24/26 gr500,ortofrutta frutta fresca,01.1.6.3
ciliege cile cal.jumbo i cat,ortofrutta frutta fresca,01.1.6.3
albicocche pellicchiella italia ict,ortofrutta frutta fresca,01.1.6.3
albicocche i  50/60 ita pd.,ortofrutta frutta fresca,01.1.6.3
prugne jumbo 20%2f30 francia kg.5,ortofrutta frutta secca,01.1.6.3
susina rossa cat.i cal.30+ orig.ita,ortofrutta frutta fresca,01.1.6.3
ciliege marasche cat.i cal.20+ orig.italia,ortofrutta frutta fresca,01.1.6.3
albicocche kg.2 ega cpq ita.i cat,ortofrutta frutta fresca,01.1.6.3
prugne fiocco,ortofrutta frutta fresca,01.1.6.3
ciliege i 25+ ita cs.500g(trentino),ortofrutta frutta fresca,01.1.6.3
albicocche portici 40+ italia i cat,ortofrutta frutta fresca,01.1.6.3
albicocche i 40-45 ita cs.1kg,ortofrutta frutta fresca,01.1.6.3
albicocche cat.i cal.35 orig.italia,ortofrutta frutta fresca,01.1.6.3
albicocche cat.i cal.50-60 orig.italia,ortofrutta frutta fresca,01.1.6.3
ciliege italia cal.24+ ces.ap.i ct,ortofrutta frutta fresca,01.1.6.3
albicocche italia 2kg,ortofrutta frutta fresca,01.1.6.3
albicocche cal.35+ kg.1 italia,ortofrutta frutta fresca,01.1.6.3
miniangurie rosse italia 40x60 icat,ortofrutta frutta fresca,01.1.6.5
noci di cocco civ conad(8pxpes/prez,ortofrutta frutta fresca,01.1.6.1
ananas cpq orig.costarica,ortofrutta frutta fresca,01.1.6.1
meloni retati italia i categoria,ortofrutta frutta fresca,01.1.6.5
ananas costarica conad p.q. i cat.,ortofrutta frutta fresca,01.1.6.1
"""kiwi hay.""""i""""125-135 nzl vs.500g""",ortofrutta frutta fresca,01.1.6.5
avocado hass colomb.s&i sf.250g ic,ortofrutta frutta fresca,01.1.6.1
kiwi cal.36(80/85)kg.1 cpq.it.i cat,ortofrutta frutta fresca,01.1.6.5
kiwi hayward cpq cat.i cal.105-115 orig.italia,ortofrutta frutta fresca,01.1.6.5
cocco or.costa davorio s&i i cat,ortofrutta frutta fresca,01.1.6.1
kiwi zespri green 500g.or.italia ic,ortofrutta frutta fresca,01.1.6.5
mango bra conad vs.380g,ortofrutta frutta fresca,01.1.6.1
"conad verso natura bio kiwi green light italia cal. 85/100g 0,500 kg",ortofrutta frutta e verdure biologiche,01.1.6.5
conad percorso qualita kiwi hayward italia cal. 85/100g 1000 g,ortofrutta frutta fresca,01.1.6.1
conad percorso qualita kiwi hayward cile cal. 93/105gr 500 g,ortofrutta frutta fresca,01.1.6.5
meloni retati orig.italia,ortofrutta frutta fresca,01.1.6.5
kiwi zespri green 105/115 ita.i cat,ortofrutta frutta fresca,01.1.6.5
kiwi zespri green 500g n.zeland ict,ortofrutta frutta fresca,01.1.6.5
ananas gialla percorso qualita conad,ortofrutta frutta fresca,01.1.6.1
kiwi zespri sungold italia cal. 105/115 cat. i vassoio 500g zespri,ortofrutta frutta fresca,01.1.6.5
kiwi hayward cat.i cal.115-125 or.nuova zelanda,ortofrutta frutta fresca,01.1.6.5
kiwi italia cest.kg.1 85/95(33)i ct,ortofrutta frutta fresca,01.1.6.5
sapori & idee conad percorso qualita ananas extra dolce costa rica,ortofrutta frutta fresca,01.1.6.1
kiwi gold i 85-95 ita 500g zespri,ortofrutta frutta fresca,01.1.6.5
mini-cocomeri orig.italia,ortofrutta frutta fresca,01.1.6.5
kiwi zespri sungold 500g.n.zelan.ic,ortofrutta frutta fresca,01.1.6.5
kiwi gold i 125-135 nzl 500g,ortofrutta frutta fresca,01.1.6.5
kiwi z.gold 80/90 gr.500 vassoio,ortofrutta frutta fresca,01.1.6.5
meloni gialli orig.brasile,ortofrutta frutta fresca,01.1.6.5
melone giallo orig.italia,ortofrutta frutta fresca,01.1.6.5
meloni retati sapori&idee ita.i cat,ortofrutta frutta fresca,01.1.6.5
"kiwi green light italia cal. 85/100g 0,500 kg verso natura conad",ortofrutta frutta e verdure biologiche,01.1.6.5
meloni gialli 7/8 frutti ita.icat,ortofrutta frutta fresca,01.1.6.5
"conad verso natura bio kiwi hayward cile cal. 85/100g 0,500 kg",ortofrutta frutta e verdure biologiche,01.1.6.5
kiwi green italia cat. i cal. 105/115 vassoio 500g zespri,ortofrutta frutta fresca,01.1.6.5
cocomere crimson orig.italia,ortofrutta frutta fresca,01.1.6.5
kiwi zespri sungold 500g.it.i cat.,ortofrutta frutta fresca,01.1.6.5
angurie italia cat. i,ortofrutta frutta fresca,01.1.6.5
melone retato,ortofrutta frutta fresca,01.1.6.5
kiwi vassoio gr 300 origine italia i categoria,ortofrutta frutta fresca,01.1.6.5
percorso qualita ananas giallo costa rica cat. i conad,ortofrutta frutta fresca,01.1.6.1
kiwi hayward italia cal. 85/100g 1000 g percorso qualita conad,ortofrutta frutta fresca,01.1.6.5
midi cocomere .,ortofrutta frutta fresca,01.1.6.5
melone giallo italia cat. i,ortofrutta frutta fresca,01.1.6.5
meloni gialli brasile i cat,ortofrutta frutta fresca,01.1.6.5
percorso qualita kiwi hayward italia cal. 27 cat. i conad,ortofrutta frutta fresca,01.1.6.5
"anguria nera""kokomero"" or.ita i cat",ortofrutta frutta fresca,01.1.6.5
kiwi sungold 33(90/95) 500g.it.icat,ortofrutta frutta fresca,01.1.6.5
kiwi hay. i 105-115 ita cpq,ortofrutta frutta fresca,01.1.6.5
meloni gialli cpq italia i cat,ortofrutta frutta fresca,01.1.6.5
meloni gialli origine brasile i categoria,ortofrutta frutta fresca,01.1.6.5
"anguria nera""kokomero"" it.i cat.",ortofrutta frutta fresca,01.1.6.5
conad percorso qualita ananas gold selection costa rica,ortofrutta frutta fresca,01.1.6.1
meloni retati orig.marocco,ortofrutta frutta fresca,01.1.6.5
melone verde piel de sapo,ortofrutta frutta fresca,01.1.6.5
melone retato .,ortofrutta frutta fresca,01.1.6.5
melone charentais,ortofrutta frutta fresca,01.1.6.5
anguria perla nera 4/6 fr.it. i cat,ortofrutta frutta fresca,01.1.6.5
angurie mini italia cat. i,ortofrutta frutta fresca,01.1.6.5
melone liscio .,ortofrutta frutta fresca,01.1.6.5
conad percorso qualita kiwi hayward cile cal. 113/125gr 500 g,ortofrutta frutta fresca,01.1.6.5
f&v kiwi ct i al kg,ortofrutta frutta fresca,01.1.6.5
conad percorso qualita kiwi hayward italia cal. 80/90g 1000 g,ortofrutta frutta fresca,01.1.6.5
ananas del monte costarica i categoria,ortofrutta frutta fresca,01.1.6.1
meloni lisci sapori & idee it.i cat,ortofrutta frutta fresca,01.1.6.5
kiwi gold i 145-165 nzl 450g zespri,ortofrutta frutta fresca,01.1.6.5
kiwi hayward nuova zelanda cal. 115/125 cat. l zespri,ortofrutta frutta fresca,01.1.6.5
percorso qualita melone gialletto italia cat. i conad,ortofrutta frutta fresca,01.1.6.5
kiwi sungold vass.500g.or.italia ic,ortofrutta frutta fresca,01.1.6.5
kiwi rosso or.italia 210g 3x4 i ct,ortofrutta frutta fresca,01.1.6.5
kiwi hayward italia cal. 85/100 1000 g percorso qualita conad,ortofrutta frutta fresca,01.1.6.5
melone giallo  i  brasile,ortofrutta frutta fresca,01.1.6.5
kiwi i 125-135 nzl vs.500g zespri,ortofrutta frutta fresca,01.1.6.5
ananas chiquita costa rica i^ct.,ortofrutta frutta fresca,01.1.6.1
kiwi verdi italia cal. 122/132 cat. i 500g zespri,ortofrutta frutta fresca,01.1.6.5
kiwi gold zespri  calibro125 135 italia i categoria gr 500,ortofrutta frutta fresca,01.1.6.5
kiwi cat.i cal.135-145 orig.italia,ortofrutta frutta fresca,01.1.6.5
conad cpq ananas ct i al kg,ortofrutta frutta fresca,01.1.6.1
kiwi giallo cal.23/25 italia icat,ortofrutta frutta fresca,01.1.6.5
meloni retati ita bio.800g,ortofrutta frutta fresca,01.1.6.5
kiwi zespri sungold 125/135 italia i categoria,ortofrutta frutta fresca,01.1.6.5
f&v meloni gialli ct i al kg,ortofrutta frutta fresca,01.1.6.5
kiwi baby giallo vassoio gr 500 italia i categoria,ortofrutta frutta fresca,01.1.6.5
f&v ananas ct ii al kg,ortofrutta frutta fresca,01.1.6.1
kiwi zespri sungold nuova zelanda cal. 110/115 cat. i vassoio 500g zespri,ortofrutta frutta fresca,01.1.6.5
mango palmer brasile s&i gr 380 categoria i,ortofrutta frutta fresca,01.1.6.1
"conad mango gold selection brasile 0,380 kg",ortofrutta frutta fresca,01.1.6.1
"sapori & idee conad mango brasile 0,380 kg",ortofrutta frutta fresca,01.1.6.1
percorso qualita mango cat. i vassoio 380g sapori e idee brasile,ortofrutta frutta fresca,01.1.6.1
mango provenienza brasile i categoria,ortofrutta frutta fresca,01.1.6.1
mango bra 380g,ortofrutta frutta fresca,01.1.6.1
f&v mango tommy atkins brasile al pz,ortofrutta frutta fresca,01.1.6.1
mango or.brasile 3x4 i cat,ortofrutta frutta fresca,01.1.6.1
mango cat. i brasile,ortofrutta frutta fresca,01.1.6.1
mango bra vas. 380g,ortofrutta frutta fresca,01.1.6.1
"conad mango gold selection peru 0,380 kg",ortofrutta frutta fresca,01.1.6.1
mango kent or.brasile 380g conad ic,ortofrutta frutta fresca,01.1.6.1
mangostan indonesia vasch.250g i ct,ortofrutta frutta fresca,01.1.6.1
mango via aerea brasile i cat,ortofrutta frutta fresca,01.1.6.1
** mango brasile 3x4 i cat,ortofrutta frutta fresca,01.1.6.1
melagrana italia cat. i,ortofrutta frutta fresca,01.1.6.5
papaya golden brasile s&i gr 380  categoria i,ortofrutta frutta fresca,01.1.6.1
coniglio intero,carne avicunicola,01.1.2.2
percorso qualita coniglio in parti conad,carne avicunicola,01.1.2.2
coniglio in parti,carne avicunicola,01.1.2.2
coniglio mezzo senza testa .,carne avicunicola,01.1.2.2
coniglio cosce .,carne avicunicola,01.1.2.2
coniglio lombate .,carne avicunicola,01.1.2.2
coniglio spalle .,carne avicunicola,01.1.2.2
cavallo fettine sceltissime cf.x8,carne altre specie,01.1.2.2
"conad percorso qualita bocconcini di coniglio 0,320 kg",carne avicunicola,01.1.2.2
masina sapore salute filetto equino,carne altre specie,01.1.2.2
"conad percorso qualita coniglio in parti 0,450 kg",carne avicunicola,01.1.2.2
coniglio in parti conf. cpq,carne avicunicola,01.1.2.2
coniglio a meta',carne avicunicola,01.1.2.2
"masina sapore salute fettine sceltissime equino 0,280 kg",carne altre specie,01.1.2.2
conad percorso qualita coniglio meta in parti circa 700 g,carne avicunicola,01.1.2.2
lombo di coniglio disossato cs x 3,carne avicunicola,01.1.2.2
fettine scelte di equino,carne altre specie,01.1.2.2
"conad percorso qualita coniglio intero circa 1,400 kg",carne avicunicola,01.1.2.2
coniglio coscia cf.cpq csx4,carne avicunicola,01.1.2.2
fettine di coniglio cs x 5,carne avicunicola,01.1.2.2
coniglio a meta,carne avicunicola,01.1.2.2
cavallo carpaccio cf.x 8,carne altre specie,01.1.2.2
fettine scelte di equino x 6,carne altre specie,01.1.2.2
carne di equino fettine,carne altre specie,01.1.2.2
coniglio nazionale intero al kg,carne avicunicola,01.1.2.2
conad percorso qualita spalla di coniglio circa 300 g,carne avicunicola,01.1.2.2
coniglio intero conf. cpq x3,carne avicunicola,01.1.2.2
costatina di coniglio,carne avicunicola,01.1.2.2
"masina sapore salute filetto equino 0,250 kg",carne altre specie,01.1.2.2
"conad percorso qualita spallette di coniglio 0,330 kg",carne avicunicola,01.1.2.2
fettine di reale equino x 6,carne altre specie,01.1.2.2
"conad percorso qualita coscia di coniglio 0,230 kg",carne avicunicola,01.1.2.2
coniglio nazionale a pezzi,carne avicunicola,01.1.2.2
"bocconcini di coniglio 0,320 kg percorso qualita conad",carne avicunicola,01.1.2.2
anteriore di coniglio,carne avicunicola,01.1.2.2
coniglio intero conf cpq csx3 .,carne avicunicola,01.1.2.2
cavallo fettine scelt.me atm 280g,carne altre specie,01.1.2.2
"coniglio in parti 0,450 kg percorso qualita conad",carne avicunicola,01.1.2.2
coniglio in parti al kg,carne avicunicola,01.1.2.2
macinato equino atm 300g,carne altre specie,01.1.2.2
filetto equino a fette atm 250g,carne altre specie,01.1.2.2
conad percorso qualita coniglio in parti,carne avicunicola,01.1.2.2
conad percorso qualita coniglio intero,carne avicunicola,01.1.2.2
cavallo controfiletto s/o,carne altre specie,01.1.2.2
conad percorso qualita spalla di coniglio,carne avicunicola,01.1.2.2
cavallo carpaccio atm 150g,carne altre specie,01.1.2.2
costata c/osso equino skin,carne altre specie,01.1.2.2
cavallo controfiletto atm 300g,carne altre specie,01.1.2.2
"conad percorso qualita bracioline di coniglio 0,350 kg",carne avicunicola,01.1.2.2
conad percorso qualita coscia di coniglio,carne avicunicola,01.1.2.2
sella di coniglio,carne avicunicola,01.1.2.2
coniglio disossato farcito,carne avicunicola,01.1.2.2
"coniglio nostrano ""agr.pettorossi""",carne avicunicola,01.1.2.2
cosce di coniglio al kg,carne avicunicola,01.1.2.2
conad percorso qualita coniglio meta circa 800 g,carne avicunicola,01.1.2.2
cavallo fettine scamone,carne altre specie,01.1.2.2
bocconcini equino atm 320g,carne altre specie,01.1.2.2
"bracioline di coniglio 0,350 kg percorso qualita conad",carne avicunicola,01.1.2.2
coniglio ischitano,carne bovina,01.1.2.2
"masina sapore salute controfiletto equino 0,300 kg",carne altre specie,01.1.2.2
limoni (non trattato) cat.i cal.4 orig.ita,ortofrutta frutta fresca,01.1.6.2
lime mex conad vs.300g,ortofrutta frutta fresca,01.1.6.2
mandarini cal.1/2 italia i cat,ortofrutta frutta fresca,01.1.6.2
limoni foglia cal.3/4 italia i cat.,ortofrutta frutta fresca,01.1.6.2
limoni 500g cpq or.sud africa i cat,ortofrutta frutta fresca,01.1.6.2
"limoni verdello italia 0,500 kg verso natura conad",ortofrutta frutta e verdure biologiche,01.1.6.2
conad verso natura bio clementine biologiche italia cal. 4 750 g,ortofrutta frutta fresca,01.1.6.2
sapori & dintorni conad limone costa d'amalfi i.g.p. primofiore italia cal. 5 500 g,ortofrutta frutta fresca,01.1.6.2
"""pompelmi rossi """"i""""4-5 zaf rt 1kg""",ortofrutta frutta fresca,01.1.6.2
"""limone""""i""""4 ita cpq.rt 500g""",ortofrutta frutta fresca,01.1.6.2
"conad verso natura bio limoni verdello italia 0,500 kg",ortofrutta frutta e verdure biologiche,01.1.6.2
"sapori & idee conad lime brasile 0,300 kg",ortofrutta frutta fresca,01.1.6.2
"conad percorso qualita limoni femminello italia calibro 5 0,500 kg",ortofrutta frutta fresca,01.1.6.2
conad percorso qualita limoni eureka sud africa cal. 4 500 g,ortofrutta frutta fresca,01.1.6.2
conad percorso qualita clementine italia cal. 4 2 kg,ortofrutta frutta fresca,01.1.6.2
mandarini italia cal. 1/2 cat. i,ortofrutta frutta fresca,01.1.6.2
limoni siracusa igp gr 400 italia,ortofrutta frutta fresca,01.1.6.2
limoni 500g cpq italia i cat,ortofrutta frutta fresca,01.1.6.2
clementine senza semi cat.i cal.2 orig.italia,ortofrutta frutta fresca,01.1.6.2
pompelmi tris rossi jaffa isr.icat,ortofrutta frutta fresca,01.1.6.2
conad percorso qualita clementine italia cal. 3 1 kg,ortofrutta frutta fresca,01.1.6.2
"sapori & dintorni conad percorso qualita ""limone costa d'amalfi"" igp italia cal. 5 500 g",ortofrutta frutta fresca,01.1.6.2
mandarini cat.i cal.1-2 orig.italia,ortofrutta frutta fresca,01.1.6.2
limoni primofiore spagna i cat,ortofrutta frutta fresca,01.1.6.2
pompelmi rossi rt.kg.1 turchia icat,ortofrutta frutta fresca,01.1.6.2
limoni costiera gr 500 italia i categoria,ortofrutta frutta fresca,01.1.6.2
percorso qualita limoni italia cal. 4 cat. i rete 500g conad,ortofrutta frutta fresca,01.1.6.2
conad percorso qualita limoni eureka sud africa cal. 4 700 g,ortofrutta frutta fresca,01.1.6.2
clementine tacle cat.i cal.1xx orig.italia,ortofrutta frutta fresca,01.1.6.2
limoni costiera italia cal. 5 cat. i rete 500g,ortofrutta frutta fresca,01.1.6.2
pompelmi rossi cal.4/5 kg 1 italia i categoria,ortofrutta frutta fresca,01.1.6.2
limone cedro cat.ii cal. n.cal origine italia,ortofrutta frutta fresca,01.1.6.2
pompelmi rossi i  5 esp ct.,ortofrutta frutta fresca,01.1.6.2
clementine foglia 2/3 calabria it.i,ortofrutta frutta fresca,01.1.6.2
sapori & dintorni conad clementine di calabria igp italia cal. 2 1 kg,ortofrutta frutta fresca,01.1.6.2
clementine cat.i cal.2 orig.italia,ortofrutta frutta fresca,01.1.6.2
pompelmi rossi 50/55 s.africa i cat,ortofrutta frutta fresca,01.1.6.2
mandarini cat.i cal. 1-1x orig.spagna,ortofrutta frutta fresca,01.1.6.2
pompelmi rossi cat.i cal.4-5 orig.cipro,ortofrutta frutta fresca,01.1.6.2
"conad percorso qualita clementine nadorcott spagna cal. 3 1,5 kg",ortofrutta frutta fresca,01.1.6.2
pompelmi rossi i 4-5 zaf ct.,ortofrutta frutta fresca,01.1.6.2
"conad percorso qualita clementine italia cal. 3 1,5 kg",ortofrutta frutta fresca,01.1.6.2
mandarini senza semi cat.i cal.1 orig.spagna,ortofrutta frutta fresca,01.1.6.2
limoni sfusi,ortofrutta frutta fresca,01.1.6.2
