name,category,manual_code,correct_option,correct_n,llm,prediction,match
carrefour arrabbiata sauce 350g,tins cans & packets,01.1.9.3,True,3,mistral:latest,01.1.9.3,True
berlin pure malt beer,beer,02.1.3.0,True,10,mistral:latest,02.1.3.0,True
carrefour bio succo di ananas,organic drinks,01.2.1.0,True,1,mistral:latest,01.2.1.0,True
fragolino,"vini, birra e liquori | spumanti e champagne",02.1.2.1,True,9,mistral:latest,02.1.2.1,True
zero caffeina,"acqua, bibite e succhi | bibite",01.2.9.0,True,1,mistral:latest,01.2.6.0,False
chimay blu birra trappista belga 330 ml,"acqua, bevande, alcolici | birra",02.1.3.0,True,11,mistral:latest,02.1.3.0,True
orzoro nestle orzo solubile 120 gr,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,True,3,mistral:latest,01.2.2.0,True
coolee orange no sugar added  1.5l,drinks | squashes | fruit & milk squashes,01.2.6.0,True,2,mistral:latest,01.2.1.0,False
lunetta rose cavit 750ml,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
tea pesca con succo di frutta 25 filtri,"caffè, tea e zucchero | tea e infusi",01.2.3.0,True,10,mistral:latest,01.2.3.0,True
san paolo marsala,wine,02.1.2.1,True,8,mistral:latest,02.1.2.1,True
bolero instant drink raspberry,drinks | squashes | fruit & milk squashes,01.2.9.0,True,1,mistral:latest,01.2.4.0,False
whole earth organic lightly sparkling orange & lemon drink 330ml,soft drinks,01.2.6.0,True,8,mistral:latest,01.2.6.0,True
"fanta aranciata 1,32 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,True,5,mistral:latest,01.2.6.0,True
latte alta digeribilita scremato zero grassi,"latticini | latte, uova e burro",01.1.4.2,True,12,mistral:latest,01.1.4.2,True
after shock red 70cl,beverages | spirits,02.1.1.0,True,4,mistral:latest,02.1.1.0,True
carrefour mackerel fillets in olive oil 125g,tins cans & packets,01.1.2.5,True,1,mistral:latest,01.1.3.3,False
aureli organic carrot juice,organic drinks,01.2.1.0,True,6,mistral:latest,01.2.1.0,True
piemme limoncello di sorrento igp 1 lt,"acqua, bevande, alcolici | liquori",02.1.1.0,True,2,mistral:latest,02.1.1.0,True
garganega muller thurgau igt,"vini, birra e liquori | vini",02.1.2.1,True,10,mistral:latest,02.1.2.1,True
mr organic baked beans,organic products,01.1.7.9,True,2,mistral:latest,01.1.7.9,True
grappa barricata la corte 40deg 1l,grappe & alcool,02.1.1.0,True,9,mistral:latest,02.1.1.0,True
borges vinegar garlic wine 250ml,food cupboard groceries | cooking ingredients | oil & vinegar,01.1.9.3,True,6,mistral:latest,01.1.9.3,True
tipiak garlic croutons 500 grms,tins cans & packets,01.1.1.3,True,2,mistral:latest,01.1.7.9,False
monster energy 4 pack  x50cl,drinks | energy drinks | energy drinks,01.2.9.0,True,7,mistral:latest,01.2.9.0,True
cody's export beer,beer,02.1.3.0,True,9,mistral:latest,02.1.3.0,True
carrefour lemon tea,iced tea,01.2.3.0,True,9,mistral:latest,99.9.9.9,False
sant anna frizzante,water,01.2.5.0,True,9,mistral:latest,01.2.5.0,True
whitley neill original dry gin 70cl,drinks | spirits & liqueurs | gin,02.1.1.0,True,3,mistral:latest,02.1.1.0,True
rio d'oro(r) direktsaft premium 1 l,saft & nektar,01.2.1.0,False,0,mistral:latest,01.2.6.0,False
blue nun delicate white 75cl,drinks | wine | white wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
rosa filari vino rosato frizzante 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,6,mistral:latest,02.1.2.1,True
dumi pecorino colli pescaresi 75ml,wine,02.1.2.1,True,9,mistral:latest,02.1.2.1,True
"rio d'oro fruchtsaft 6 x 0,33 l",saft & nektar,01.2.1.0,False,0,mistral:latest,01.1.6.5,False
lavazza a modo mio caps.intenso 16 caps,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,True,10,mistral:latest,01.2.2.0,True
pfanner peach juice,juices,01.2.1.0,True,7,mistral:latest,01.2.1.0,True
flora pro activ buttery spread EUR3.99 250g,"milk, butter & eggs",01.1.5.2,True,1,mistral:latest,01.1.5.3,False
moo moo free sour cherry cocoa bar,organic products,01.1.8.5,True,10,mistral:latest,01.1.8.5,True
woodpecker cider 500ml,beer & cider,02.1.2.2,True,9,mistral:latest,02.1.2.2,True
poder bosco grappa 700ml,spirits,02.1.1.0,True,9,mistral:latest,02.1.1.0,True
fontana still water glass bottle 750ml,bottled water,01.2.5.0,True,11,mistral:latest,01.2.5.0,True
scaranto primitivo salento 2022,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
cisk excel large,beer,02.1.3.0,True,9,mistral:latest,02.1.3.0,True
pesca ice tea,"acqua, bibite e succhi | bibite",01.2.3.0,True,10,mistral:latest,01.2.9.0,False
tagua tagua family reserve cabarnet sauvignon 750ml,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
prosecco margherita  extra dry 750ml,wine,02.1.2.1,True,9,mistral:latest,02.1.2.1,True
yutaka roasted white sesame seeds 100 grms,tins cans & packets,01.1.9.4,True,3,mistral:latest,01.1.9.4,True
don garcia sangria 1.5ltr,drinks | wine | dessert wine,02.1.2.1,True,6,mistral:latest,02.1.2.1,True
danone vitasnella depurathe the al limone in acqua 500 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.3.0,False,0,mistral:latest,01.2.5.0,False
zott caffreze latte macchiato 200ml,chilled and dairy | yoghurt & smoothies,01.1.4.7,True,1,mistral:latest,01.1.4.7,True
cisk excel cans,beer,02.1.3.0,True,6,mistral:latest,02.1.3.0,True
yogi spicy chai x12,beverages | coffee & tea,01.2.3.0,True,8,mistral:latest,01.2.3.0,True
valle + burro 250g,burro & margarina,01.1.5.3,True,11,mistral:latest,01.1.5.2,False
the botanist islay gin 700 ml,spirits,02.1.1.0,True,3,mistral:latest,02.1.1.0,True
bacardi carta oro superior gold rum 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,4,mistral:latest,02.1.1.0,True
dragon cranberries,organic products,01.1.6.9,False,0,mistral:latest,01.1.6.4,False
basso pigato doc riviera ponente 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,9,mistral:latest,02.1.2.1,True
provamel bio organic oat milk,organic products,01.1.4.4,True,12,mistral:latest,01.1.4.4,True
sir winston te rosso aromatizzato lampone e vaniglia 30 gr,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,True,11,mistral:latest,01.2.3.0,True
mocay capuccino,cold coffee,01.1.4.7,True,5,mistral:latest,01.2.2.0,False
rauch ice tea peach 1 ltr,soft drinks,01.2.3.0,True,10,mistral:latest,01.2.6.0,False
balance pinotage shiraz 2013 75cl,drinks | wine | red wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
traminer aromatico igt,"vini, birra e liquori | vini",02.1.2.1,True,9,mistral:latest,02.1.2.1,True
sant'anna limone 800 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,True,4,mistral:latest,01.2.6.0,True
the berry company blueberry juice 1 ltr,juices & smoothies,01.2.1.0,True,8,mistral:latest,01.2.1.0,True
pfanner frutti rossi 2 lt,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,True,3,mistral:latest,01.2.1.0,True
aquav. kiw/apple/melog.pet 40cl,drinks | water | water - flavoured ,01.2.9.0,True,4,mistral:latest,01.2.9.0,True
natrue chocoat + cocoa + hazelnut drink 1ltr,"chilled and dairy | milk, butter & eggs",01.2.4.0,True,8,mistral:latest,01.1.4.7,False
leffe rituel 9 birra chiara 330 ml,"acqua, bevande, alcolici | birra",02.1.3.0,True,10,mistral:latest,02.1.3.0,True
8.6 ipl beer can  500ml,beer & cider,02.1.3.0,True,11,mistral:latest,02.1.3.0,True
carrefour salmon fillets 190 190g,tins cans & packets,01.1.9.1,True,1,mistral:latest,01.1.3.3,False
sacla pizza sauce 350 grms,tins cans & packets,01.1.9.3,True,2,mistral:latest,01.1.9.3,True
peralada cava brut 75cl,drinks | wine | champagne & sparkling wine,02.1.2.1,True,8,mistral:latest,02.1.2.1,True
the classic collection rossini syrah rose 750 ml,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
rosso roma doc,"vini, birra e liquori | vini",02.1.2.1,True,10,mistral:latest,02.1.2.1,True
john's indian single malt brilliance whisky,alcohol,02.1.1.0,True,6,mistral:latest,02.1.1.0,True
grappa lambrusco 500 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,7,mistral:latest,02.1.1.0,True
bella modella prosecco doc 75cl,drinks | wine | champagne & sparkling wine,02.1.2.1,True,9,mistral:latest,02.1.2.1,True
casa de campo chile 2018 premium cabernet sauvignon,wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
principato cabernet sauvignon merlot,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
espresso napoli intensita 10,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,True,9,mistral:latest,01.2.2.0,True
olio extra vergine di oliva dop umbria,"conserve | olio, aceto e sale",01.1.5.1,True,9,mistral:latest,01.1.5.1,True
riso scotti organic integrale,organic products,01.1.1.5,False,0,mistral:latest,01.1.1.2,False
tussock jumper prosecco brut rose 75cl,drinks | wine | champagne & sparkling wine,02.1.2.1,True,7,mistral:latest,02.1.2.1,True
solive franciacorta saven docg 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,True,4,mistral:latest,02.1.2.1,True
frescobaldi remole toscana bianco 75cl 750ml,wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
nestle ideal condensed milk 410 grms,tins cans & packets,01.1.4.3,True,11,mistral:latest,01.1.4.3,True
pjazza regina valetta rose 750 ml,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
kinnie diet 1 ltr,soft drinks,01.2.6.0,True,9,mistral:latest,01.2.6.0,True
remia baking margerine @ 99c 250g,"milk, butter & eggs",01.1.5.3,True,11,mistral:latest,01.1.5.3,True
expressi cazzano espresso 16 kapseln,kaffee,01.2.2.0,True,9,mistral:latest,01.2.2.0,True
latte uht con omega 3 selenio e vitamine,"latticini | latte, uova e burro",01.1.4.1,True,3,mistral:latest,01.1.4.3,False
stock sambuca,alcohol,02.1.1.0,True,11,mistral:latest,02.1.1.0,True
blissful 4 coconut milk 17% fat  30% off,organic products,01.1.4.4,True,11,mistral:latest,01.1.9.3,False
vitasnella iced tea lemon  500 ml,soft drinks,01.2.3.0,True,10,mistral:latest,01.2.6.0,False
illy espresso ground coffee dark 250gr,"food cupboard groceries | coffee | coffee beans, ground, instant & speciality coffee",01.2.2.0,True,12,mistral:latest,01.2.2.0,True
magic rock brewing cannonball india pale ale,beer,02.1.3.0,True,12,mistral:latest,02.1.3.0,True
san pellegrino aranciata rossa can  330 ml,soft drinks,01.2.6.0,True,5,mistral:latest,01.2.6.0,True
pfanner apple juice,juices,01.2.1.0,True,8,mistral:latest,01.2.1.0,True
8.6 red can beer  500ml,beer & cider,02.1.3.0,True,10,mistral:latest,02.1.3.0,True
vitasnella ice tea peach,iced tea,01.2.3.0,True,10,mistral:latest,99.9.9.9,False
tropicana orange origianl 1.5ltr,chilled fruit juice & smoothie,01.2.1.0,True,7,mistral:latest,01.1.6.2,False
vitago strawberry drink 200ml,beverages | juices & ice-teas,01.2.1.0,True,5,mistral:latest,01.2.1.0,True
wilhelm walch dolomiti rose igt 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,5,mistral:latest,02.1.2.1,True
rocchetta rocchetta sparkling water x6,water,01.2.5.0,True,11,mistral:latest,01.2.5.0,True
bolero instant drink red sangria,drinks | squashes | fruit & milk squashes,01.2.9.0,False,0,mistral:latest,01.1.6.9,False
la torre trebbiano,wine,02.1.2.1,True,9,mistral:latest,02.1.2.1,True
san crispino vino rosato,"acqua, bevande, alcolici | vini",02.1.2.1,True,6,mistral:latest,02.1.2.1,True
linibarj cannonau di sardegna doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,9,mistral:latest,02.1.2.1,True
rio mare insalatissime 5 cereali con forchettina 220 grms,tins cans & packets,01.1.9.1,False,0,mistral:latest,01.1.3.3,False
dilmah teabags premium box 100pcs.,tea,01.2.3.0,True,12,mistral:latest,01.2.3.0,True
capri-sonne cola mix,juices,01.2.6.0,True,10,mistral:latest,99.9.9.9,False
lamb brand pop corn 200 grms,tins cans & packets,01.1.7.9,True,1,mistral:latest,01.1.1.4,False
step coconut & pineapple drink 2 pcs.,soft drinks,01.2.6.0,True,1,mistral:latest,01.2.6.0,True
foster clark's pineapple drink  20g,juices & smoothies,01.2.6.0,True,1,mistral:latest,01.2.1.0,False
cisk chill berry 33cl can,beverages | beer & cider,02.1.2.2,True,5,mistral:latest,02.1.3.0,False
havana club anejo especial 40deg 70cl rum puro cubano,tequila & rum,02.1.1.0,False,0,mistral:latest,02.1.9.0,False
vodka,"vini, birra e liquori | liquori",02.1.1.0,True,7,mistral:latest,02.1.1.0,True
birra pils 8 luppoli,"vini, birra e liquori | birra",02.1.3.0,True,10,mistral:latest,02.1.3.0,True
dilmoor alcool puro extra fino 2 lt,"acqua, bevande, alcolici | liquori",02.1.1.0,True,3,mistral:latest,02.1.1.0,True
trina dolce gusto nocciolino x10,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,True,6,mistral:latest,01.1.8.5,False
fox grove shiraz cabernet,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
sottoriva antica soave 2013 75cl,drinks | wine | white wine,02.1.2.1,True,9,mistral:latest,02.1.2.1,True
cielo carbernet sauvignon venezie,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
nescafe dolce gusto ispirazione italiana espresso napoli 240 gr,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,True,8,mistral:latest,01.2.2.0,True
tall horse chardonnay,wine,02.1.2.1,True,7,mistral:latest,02.1.2.1,True
pink digestive pompelmo rosa & limone,"acqua, bibite e succhi | succhi",01.2.1.0,False,0,mistral:latest,01.1.6.2,False
crai 100% ananas juice 1l,beverages | juices & ice-teas,01.2.1.0,True,9,mistral:latest,01.2.1.0,True
diamir tina pouch 085 grms,tins cans & packets,01.1.9.1,False,0,mistral:latest,01.1.3.7,False
innocent super smoothie lampo blu,juices,01.2.1.0,True,4,mistral:latest,01.2.1.0,True
fars shandy beer 33cl,beverages | beer & cider,02.1.3.0,True,4,mistral:latest,02.1.3.0,True
biona organic biona pumpkin seed butter,organic products,01.1.9.4,False,0,mistral:latest,01.1.6.9,False
perrier strawberry & kiwi,juices,01.2.1.0,True,4,mistral:latest,01.2.1.0,True
coke zero can 0.33l,drinks | soft drinks | soft drinks,01.2.6.0,True,10,mistral:latest,01.2.6.0,True
sierra tequila 70cl,drinks | spirits & liqueurs | tequila & other spirits,02.1.1.0,True,4,mistral:latest,02.1.1.0,True
dolce gusto essenza di moka 144 gr,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,True,12,mistral:latest,01.2.2.0,True
stute cranberry juice,juices,01.2.1.0,True,8,mistral:latest,01.2.1.0,True
innocent apple & raspberry 330 ml,chilled fruit juice & smoothie,01.2.1.0,True,4,mistral:latest,01.2.1.0,True
carrefour bio basil sauce,organic products,01.1.9.3,True,3,mistral:latest,01.1.9.3,True
speed & bean chilli & lime,organic products,01.1.7.9,False,0,mistral:latest,01.1.7.3,False
cinzano prosecco dry,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
custoza doc,"vini, birra e liquori | vini",02.1.2.1,True,7,mistral:latest,02.1.2.1,True
carrefour ice tea lemon no sugar,iced tea,01.2.3.0,True,10,mistral:latest,01.2.6.0,False
popz popcorn mw salted x 100 grms,tins cans & packets,01.1.7.9,True,1,mistral:latest,01.1.1.4,False
biona organic red kidney beans,organic products,01.1.7.9,True,1,mistral:latest,01.1.7.3,False
burro fedelino 250g,burro & margarina,01.1.5.2,False,0,mistral:latest,01.1.5.3,False
vodka & mela verde fresh 18deg70cl keglevich,gin & vodka,02.1.1.0,True,4,mistral:latest,02.1.1.0,True
bravo vitamindrink ace 2 lt,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,True,1,mistral:latest,01.2.1.0,True
coca cola zero 1ltr,soft drinks,01.2.6.0,True,10,mistral:latest,01.2.6.0,True
brandvlei - chardonnay  x,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
batchelors slim a soup minestrone with croutons 61 grms,tins cans & packets,01.1.9.1,True,7,mistral:latest,01.1.9.1,True
stemmari 2019 passiata  750ml,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
san pellegrino chino 500 ml,soft drinks,01.2.6.0,True,4,mistral:latest,01.2.6.0,True
san benedetto zero ginger biondo 750 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.9.0,False,0,mistral:latest,01.2.6.0,False
spar coconut water 1ltr,drinks | water | water - flavoured,01.2.9.0,True,3,mistral:latest,01.2.9.0,True
carrefour selection 100% blond oranges juice x3,juices,01.2.1.0,True,4,mistral:latest,01.1.6.2,False
angelo nero d' avola   750ml,wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
derby zero zuccheri aggiunti multifrutti 330 ml,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,True,2,mistral:latest,01.2.1.0,True
kenco cappucino 3x150g 2+1 free,beverages | coffee & tea,01.1.4.7,True,1,mistral:latest,01.2.2.0,False
dr pepper bottle 1.5 ltr,soft drinks,01.2.6.0,True,8,mistral:latest,01.2.6.0,True
carrefour tomato pulp 400g,tins cans & packets,01.1.7.9,True,5,mistral:latest,01.1.7.2,False
torrevigne irpinia aglianico  x,wine,02.1.2.1,True,9,mistral:latest,02.1.2.1,True
amaroy entkoffeiniert 500g,kaffee,01.2.2.0,True,11,mistral:latest,01.2.2.0,True
"the alla pesca 1,5l noi&voi",thè,01.2.3.0,True,5,mistral:latest,01.2.3.0,True
johnnie walker blue lable blended scotch whisky,alcohol,02.1.1.0,True,6,mistral:latest,02.1.1.0,True
spray leggero fratelli mantova condimento al peperoncino,olio e conserve | olio,01.1.9.3,True,2,mistral:latest,01.1.5.1,False
dodoni organic feta,organic products,01.1.4.5,True,2,mistral:latest,01.1.4.5,True
chef panna al tartufo,"latticini | latte, uova e burro",01.1.4.3,True,2,mistral:latest,01.1.4.7,False
galeffi compresse con succo di limoni italiani 25 gr,"acqua, bevande, alcolici | bevande analcoliche",02.1.9.0,False,0,mistral:latest,01.2.1.0,False
lesieur corn oil 1ltr,food cupboard groceries | cooking ingredients | oil & vinegar,01.1.5.1,True,12,mistral:latest,01.1.5.1,True
birra blanche 7 luppoli,"vini, birra e liquori | birra",02.1.3.0,True,10,mistral:latest,02.1.3.0,True
moretti birra can,beer,02.1.3.0,True,7,mistral:latest,02.1.3.0,True
chef vinegar white 5l,groceries | oil & vinegar,01.1.9.3,True,6,mistral:latest,01.1.9.3,True
santa rita 120 cabernet sauvignon reserva 75cl,drinks | wine | red wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
tequila 35deg 700ml la revancha,tequila & rum,02.1.1.0,True,6,mistral:latest,02.1.1.0,True
viaggio espresso milk coffee capsules x10 - dolce gusto compatible 90g,coffee,01.2.2.0,True,7,mistral:latest,01.2.2.0,True
biona organic c/berry juice 750 ml,juices & smoothies,01.2.1.0,True,8,mistral:latest,01.2.1.0,True
"ferrero estathe alla pesca 1,5 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.3.0,False,0,mistral:latest,01.2.5.0,False
sk mango juice 1l,beverages | juices & ice-teas,01.2.1.0,True,8,mistral:latest,01.2.1.0,True
muller kafe cappucino EUR1.49,cold coffee,01.1.4.7,True,5,mistral:latest,01.1.4.7,True
pasqua lettere chardonnay trevenezie igt 75cl,drinks | wine | white wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
"stuttgarter hofbrau radler 0,5l",bier,02.1.3.0,True,6,mistral:latest,02.1.3.0,True
la cheteau sancerre,wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
"wiesgart apfelschorle 1,5 l",saft & nektar,01.2.6.0,True,9,mistral:latest,01.2.6.0,True
faustino rivero ulecia chardonnay 75cl,drinks | wine | white wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
7up special offer EUR5.50 500ml,soft drinks,01.2.6.0,True,7,mistral:latest,01.2.6.0,True
"milsani sahnejoghurt 150 g, erdbeere",milchprodukte,01.1.4.6,True,10,mistral:latest,01.1.4.6,True
pasqua merlot delle venezie lettere igt 75cl,drinks | wine | red wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
finca flichman canto rodado malbec,wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
crew republic roundhouse kick beer,beer,02.1.3.0,True,11,mistral:latest,02.1.3.0,True
black crow original old whisky aged 3 years 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,3,mistral:latest,02.1.1.0,True
carrefour extra tuna fillets in olive oil  200g,tins cans & packets,01.1.9.1,False,0,mistral:latest,01.1.3.3,False
