original_index,name,category,manual_code,correct_option,correct_n,llm,prediction,match
906,la valette wine gift pack,wine,02.1.2.1,True,9,qwen2.5:32b,02.1.2.2,False
907,coolee ice tea peach 1ltr,soft drinks,01.2.3.0,True,9,qwen2.5:32b,01.2.6.0,False
908,delicata classic collection landini vermentino,wine,02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
909,lurpak spread salted promo,spreads,01.1.5.2,True,3,qwen2.5:32b,01.1.9.9,False
910,sainsbury's house dry white 2.25ltr,drinks | wine | white wine,02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
911,kean fruit cocktail juice,juices,01.2.1.0,True,7,qwen2.5:32b,01.2.1.0,True
912,preparato per te verde al limone 1kg ristora,thè,01.2.3.0,True,10,qwen2.5:32b,01.2.3.0,True
913,bolero instant drink red orange,beverages | juices & ice-teas,01.2.9.0,True,2,qwen2.5:32b,01.2.9.0,True
914,napolina cannelini beans 400g,tins cans & packets,01.1.7.9,True,6,qwen2.5:32b,01.1.7.7,False
915,stella artois 25cl bottle,beverages | beer & cider,02.1.3.0,True,8,qwen2.5:32b,02.1.3.0,True
916,tropicana apple,juices,01.2.1.0,True,4,qwen2.5:32b,01.2.1.0,True
917,rum 3 anos,"vini, birra e liquori | liquori",02.1.1.0,True,4,qwen2.5:32b,02.1.1.0,True
918,bebo cooking baking spread,spreads,01.1.5.3,True,7,qwen2.5:32b,01.1.9.9,False
919,alamos chardonnay mendoza argentina 750 ml,wine,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
920,alexis lichine carbernet sauvignon,wine,02.1.2.1,True,12,qwen2.5:32b,02.1.2.1,True
921,bjorg bio oat chocolate muesli,organic products,01.1.1.4,True,4,qwen2.5:32b,01.1.9.9,False
922,"bio tisana curcuma rooibos 41,4g numi",infusi,01.2.3.0,True,11,qwen2.5:32b,01.2.3.0,True
923,santa cristina pinot grigio  750ml,wine,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
924,bevanda riso drink bio,"latticini | latte, uova e burro",01.1.4.4,True,6,qwen2.5:32b,01.1.4.3,False
925,pepsi max zero 6x1.5ltr,soft drinks,01.2.6.0,True,10,qwen2.5:32b,01.2.6.0,True
926,nocciolino,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,True,5,qwen2.5:32b,01.2.2.0,True
927,knorr soup zuppa 5 cereali 109 grms,tins cans & packets,01.1.9.1,True,6,qwen2.5:32b,01.1.9.9,False
928,espresso roast intensity 11,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,True,10,qwen2.5:32b,01.2.2.0,True
929,cielo soave,wine,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
930,marnisi red 75cl,wine cellar | wine  ,02.1.2.1,True,7,qwen2.5:32b,02.1.2.1,True
931,moo free premium original rice milk bar,organic products,01.1.4.4,True,12,qwen2.5:32b,01.2.9.0,False
932,carrefour herbal tea regulates 40g,tea,01.2.3.0,True,11,qwen2.5:32b,01.2.3.0,True
933,il rocchin gavi di gavi,wine,02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
934,milsani laktosefreier joghurt 500 g,milchprodukte,01.1.4.6,True,5,qwen2.5:32b,01.1.4.6,True
935,monini il decantato olio extra vergine di oliva 750 ml,olio e conserve | olio,01.1.5.1,True,12,qwen2.5:32b,01.1.9.9,False
936,carrefour sciroppo di latte di mandorla 500 ml,soft drinks,01.1.4.7,False,0,qwen2.5:32b,01.2.9.0,False
937,caravaggio cab sauvignon 75cl,wine cellar | wine  ,02.1.2.1,True,12,qwen2.5:32b,02.1.2.1,True
938,john west honey & ginger tuna salad 220g,tins cans & packets,01.1.9.1,True,1,qwen2.5:32b,01.1.9.9,False
939,kafer shiraz australia 750 ml,wine,02.1.2.1,True,12,qwen2.5:32b,02.1.2.1,True
940,hell energy drink coffee latte 250ml,drinks | energy drinks | energy drinks,01.1.4.7,True,2,qwen2.5:32b,01.2.9.0,False
941,bonvita dark 71% cranberry chocolate,organic products,01.1.8.5,True,5,qwen2.5:32b,01.1.8.5,True
942,bevanda riso e cocco,"latticini | latte, uova e burro",01.1.4.4,True,8,qwen2.5:32b,01.1.4.3,False
943,dr pepper zero,soft drinks,01.2.6.0,True,11,qwen2.5:32b,01.2.6.0,True
944,natrue oat barista drink 1ltr,"chilled and dairy | milk, butter & eggs",01.1.4.4,True,12,qwen2.5:32b,01.1.4.7,False
945,lavazza tierra peru 180gr,"food cupboard groceries | coffee | coffee beans, ground, instant & speciality coffee",01.2.2.0,True,12,qwen2.5:32b,01.2.2.0,True
946,3 leaves red maraschino cherries without stems 950 grms,tins cans & packets,01.1.6.9,True,5,qwen2.5:32b,01.1.9.9,False
947,innocent smoothie strawberry & banana,juices,01.2.1.0,True,2,qwen2.5:32b,01.2.9.0,False
948,8.6 8.6 birra red 500 ml,"acqua, bevande, alcolici | birra",02.1.3.0,True,8,qwen2.5:32b,02.1.3.0,True
949,rio mare tuna with lemon 3+1 80g,tins cans & packets,01.1.9.1,False,0,qwen2.5:32b,01.1.3.2,False
950,after shock blue 70cl,beverages | spirits,02.1.1.0,True,4,qwen2.5:32b,02.1.1.0,True
951,wodka,"vini, birra e liquori | liquori",02.1.1.0,True,7,qwen2.5:32b,02.1.1.0,True
952,3 leaves corned beef light 340 grms,tins cans & packets,01.1.2.5,True,3,qwen2.5:32b,01.1.2.2,False
953,nescafe dolce gusto cold brew coffee x12 116.4gr,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,True,10,qwen2.5:32b,01.2.2.0,True
954,lavazza caffe crema e gusto ricco 500 gr,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,True,7,qwen2.5:32b,01.2.2.0,True
955,mandi refosco isonzo del friuli doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,7,qwen2.5:32b,02.1.2.1,True
956,viti&vini bonarda amabile frizzante 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,4,qwen2.5:32b,02.1.2.2,False
957,mj's balsamic vinegar 500ml,groceries | oil & vinegar,01.1.9.3,True,3,qwen2.5:32b,01.1.9.9,False
958,bankok pumpkin seeds 375 grms,tins cans & packets,01.1.9.4,False,0,qwen2.5:32b,01.1.7.7,False
959,carrefour bio spelled biscuit with chocolate drops,organic products,01.1.1.3,False,0,qwen2.5:32b,01.1.9.9,False
960,bagnoli l'ape aperitivo leggero,"acqua, bevande, alcolici | liquori",02.1.9.0,False,0,qwen2.5:32b,02.1.2.2,False
961,dolcetto d'alba doc,"vini, birra e liquori | vini",02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
962,bos ice tea can sparkling lemon 250ml,drinks | ice tea | ice tea,01.2.3.0,True,8,qwen2.5:32b,01.2.6.0,False
963,kusmi detox teabags  20pcs.,tea,01.2.3.0,True,11,qwen2.5:32b,01.2.3.0,True
964,nestle aero hot chocolate  EUR2.99,hot drinks,01.2.4.0,True,10,qwen2.5:32b,01.1.9.9,False
965,le cascine le cascine muller thurgau igt 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,10,qwen2.5:32b,02.1.2.2,False
966,gato negro shiraz 750ml,wine,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
967,black tower rose 75cl,drinks | wine | rose wine,02.1.2.1,True,7,qwen2.5:32b,02.1.2.1,True
968,barone di bernaj merlot  750ml,wine,02.1.2.1,True,12,qwen2.5:32b,02.1.2.1,True
969,carrefour bio mini corn cakes,organic products,01.1.1.4,True,2,qwen2.5:32b,01.1.9.9,False
970,valfrutta i triangolini pesca succo e polpa 800 ml,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,True,2,qwen2.5:32b,01.2.9.0,False
971,whiskey chivas regal invecchiato 12 anni 40deg 70cl,whisky cognac & brandy,02.1.1.0,True,6,qwen2.5:32b,02.1.1.0,True
972,blue nun riesling special product,wine,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
973,jack daniel's tennessee honey 700ml + 2 glasses 700ml,spirits,02.1.1.0,True,6,qwen2.5:32b,02.1.1.0,True
974,fizz apple cider 500ml,beverages | beer & cider,02.1.2.2,True,8,qwen2.5:32b,11.2.0.2,False
975,the berry company superberries and guarana juice 1 ltr,juices & smoothies,01.2.1.0,True,8,qwen2.5:32b,01.2.9.0,False
976,pure malt whisky,"vini, birra e liquori | liquori",02.1.1.0,True,4,qwen2.5:32b,02.1.1.0,True
977,sambuca romana,"vini, birra e liquori | liquori",02.1.1.0,True,9,qwen2.5:32b,02.1.1.0,True
978,lavazza a modo mio crema gusto x16 pods,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,True,7,qwen2.5:32b,01.2.2.0,True
979,bavaria strong 8.6% beer 500ml,drinks | beers & ciders | beers & lagers,02.1.3.0,True,11,qwen2.5:32b,02.1.3.0,True
980,santal top fruit therapy succo d'ananas e lime 1 lt,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,True,4,qwen2.5:32b,01.2.1.0,True
981,ital lime juice 200ml,beverages | juices & ice-teas,01.2.1.0,True,2,qwen2.5:32b,01.2.1.0,True
982,andrea bruzzone la superba valpolcevera coronata doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,4,qwen2.5:32b,02.1.2.1,True
983,cusumano nero d'avola igt 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,8,qwen2.5:32b,02.1.2.1,True
984,moet & chandon brut limited edition,wine,02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
985,cuvee imperiale franciacorta brut,"vini, birra e liquori | spumanti e champagne",02.1.2.1,True,9,qwen2.5:32b,02.1.2.1,True
986,tisana finocchio 20 filtri l'angelica,infusi,01.2.3.0,True,5,qwen2.5:32b,08.1.5.0,False
987,flora pro activ low fat spread,spreads,01.1.5.3,True,7,qwen2.5:32b,01.1.9.9,False
988,borgofulvia montepulciano d'abruzzo 750ml,wine,02.1.2.1,True,12,qwen2.5:32b,02.1.2.1,True
989,garibaldi a modo mio gusto intenso x16,beverages | coffee & tea,01.2.2.0,True,9,qwen2.5:32b,01.2.2.0,True
990,te verde bio 20 filtri,"caffè, tea e zucchero | tea e infusi",01.2.3.0,True,10,qwen2.5:32b,01.2.3.0,True
991,san pellegrino amara  70 ml,soft drinks,01.2.6.0,True,5,qwen2.5:32b,01.2.6.0,True
992,cirio olio extra vergine di oliva 750 ml,olio e conserve | olio,01.1.5.1,True,11,qwen2.5:32b,01.1.9.9,False
993,cialde compostabili piu crema,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,True,5,qwen2.5:32b,13.1.2.0,False
994,johannes egberts liebfraumilch 8.5% 750 ml,wine,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
995,pfanner strawberry juice 30% 1ltr,drinks | smoothies & juice drinks | long life juice,01.2.1.0,True,6,qwen2.5:32b,01.2.1.0,True
996,sainsbury's blanc de noirs brut champagne 75cl,drinks | wine | champagne & sparkling wine,02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
997,one world bio-fairtrade trinkschokolade 220 g,milchprodukte,01.2.4.0,True,1,qwen2.5:32b,01.1.8.5,False
998,carlsberg beer alcohol free,beer,02.1.3.0,True,9,qwen2.5:32b,02.1.3.0,True
999,tuborg birra chiara,"acqua, bevande, alcolici | birra",02.1.3.0,True,11,qwen2.5:32b,02.1.3.0,True
1000,giass dry gin 500 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,2,qwen2.5:32b,02.2.0.0,False
1001,cisk lager beer 33cl 8 pack,beverages | beer & cider,02.1.3.0,True,9,qwen2.5:32b,02.1.3.0,True
1002,sartori fira bianco igt 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,3,qwen2.5:32b,02.1.2.1,True
1003,vitasnella still water 1.5ltr,drinks | water | water - still,01.2.5.0,True,12,qwen2.5:32b,01.2.5.0,True
1004,caleo inzolia terre siciliane 750ml,wine,02.1.2.1,True,12,qwen2.5:32b,02.1.2.1,True
1005,thatchers cloudy lemon 440ml,beer & cider,02.1.2.2,True,2,qwen2.5:32b,02.1.2.2,True
1006,innocent tropical defence,juices,01.2.1.0,True,4,qwen2.5:32b,01.2.1.0,True
1007,riso bevanda vegetale uht senza zuccheri aggiunti,"latticini | latte, uova e burro",01.1.4.4,True,11,qwen2.5:32b,01.1.9.9,False
1008,brewdog birra punk ipa 440 ml,"acqua, bevande, alcolici | birra",02.1.3.0,True,12,qwen2.5:32b,02.1.3.0,True
1009,go & fun original zero gluten free,energy drinks,01.2.9.0,True,4,qwen2.5:32b,01.2.9.0,True
1010,stowford mixed berries 4 x 440ml,beverages | beer & cider,02.1.2.2,True,1,qwen2.5:32b,01.2.9.0,False
1011,starbucks caffe latte 220ml,coffee,01.1.4.7,True,5,qwen2.5:32b,01.2.2.0,False
1012,vitasnella le linfe detox cetriolo pompelmo lemon,water,01.2.9.0,True,1,qwen2.5:32b,01.2.9.0,True
1013,fever tree ginger beer 200ml,beer & cider,02.1.3.0,True,1,qwen2.5:32b,01.2.9.0,False
1014,jp chenet original rose grenache cinsault 75cl,drinks | wine | rose wine,02.1.2.1,True,9,qwen2.5:32b,02.1.2.1,True
1015,birra extreme intense strong,"vini, birra e liquori | birra",02.1.3.0,True,10,qwen2.5:32b,02.1.3.0,True
1016,"primia acqua lievemente frizzante 1,5 lt","acqua, bevande, alcolici | acqua",01.2.5.0,True,8,qwen2.5:32b,01.2.5.0,True
1017,valdo cartizze valdobbiadene superiore doc 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,True,3,qwen2.5:32b,02.1.2.1,True
1018,sant orsola spumante ice 11% 750ml,wine,02.1.2.1,True,9,qwen2.5:32b,02.1.2.1,True
1019,innocent apple & mango 330ml,juices & smoothies,01.2.1.0,True,6,qwen2.5:32b,01.2.1.0,True
1020,diet kinnie 1ltr,drinks | soft drinks | soft drinks,01.2.6.0,True,6,qwen2.5:32b,01.2.6.0,True
1021,typhoo q tea 125g,beverages | coffee & tea,01.2.3.0,True,11,qwen2.5:32b,01.2.3.0,True
1022,andes merlot 75cl,drinks | wine | red wine,02.1.2.1,True,12,qwen2.5:32b,02.1.2.1,True
1023,la belinda peeled tomatoes 400 ml,tins cans & packets,01.1.7.9,True,5,qwen2.5:32b,01.1.9.9,False
1024,fontana still water glass bottle,water,01.2.5.0,True,11,qwen2.5:32b,01.2.5.0,True
1025,"hacker-pschorr munchner hell 0,5 l",bier,02.1.3.0,True,10,qwen2.5:32b,02.1.3.0,True
1026,katlenburger johannisbeerwein blackcurrant wine,wine,02.1.2.1,True,2,qwen2.5:32b,02.1.2.2,False
1027,lattanzio negroamaro del salento igp 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,7,qwen2.5:32b,02.1.2.1,True
1028,codici puglia igp negroamaro  x,wine,02.1.2.1,True,9,qwen2.5:32b,02.1.2.1,True
1029,latte crescita 3,mondo baby | latte e tisane,01.1.9.2,True,7,qwen2.5:32b,01.1.9.9,False
1030,carrefour arrabbiata sauce 350g,tins cans & packets,01.1.9.3,True,3,qwen2.5:32b,01.1.1.1,False
1031,berlin pure malt beer,beer,02.1.3.0,True,10,qwen2.5:32b,02.1.3.0,True
1032,carrefour bio succo di ananas,organic drinks,01.2.1.0,True,1,qwen2.5:32b,01.2.9.0,False
1033,fragolino,"vini, birra e liquori | spumanti e champagne",02.1.2.1,True,9,qwen2.5:32b,02.1.2.1,True
1034,zero caffeina,"acqua, bibite e succhi | bibite",01.2.9.0,True,1,qwen2.5:32b,01.2.6.0,False
1035,chimay blu birra trappista belga 330 ml,"acqua, bevande, alcolici | birra",02.1.3.0,True,11,qwen2.5:32b,02.1.3.0,True
1036,orzoro nestle orzo solubile 120 gr,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,True,3,qwen2.5:32b,01.2.2.0,True
1037,coolee orange no sugar added  1.5l,drinks | squashes | fruit & milk squashes,01.2.6.0,True,2,qwen2.5:32b,01.2.9.0,False
1038,lunetta rose cavit 750ml,wine,02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
1039,tea pesca con succo di frutta 25 filtri,"caffè, tea e zucchero | tea e infusi",01.2.3.0,True,10,qwen2.5:32b,01.2.3.0,True
1040,san paolo marsala,wine,02.1.2.1,True,8,qwen2.5:32b,02.1.2.1,True
1041,bolero instant drink raspberry,drinks | squashes | fruit & milk squashes,01.2.9.0,True,1,qwen2.5:32b,01.2.9.0,True
1042,whole earth organic lightly sparkling orange & lemon drink 330ml,soft drinks,01.2.6.0,True,8,qwen2.5:32b,01.2.6.0,True
1043,"fanta aranciata 1,32 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,True,5,qwen2.5:32b,01.2.6.0,True
1044,latte alta digeribilita scremato zero grassi,"latticini | latte, uova e burro",01.1.4.2,True,12,qwen2.5:32b,01.1.4.7,False
1045,after shock red 70cl,beverages | spirits,02.1.1.0,True,4,qwen2.5:32b,02.1.1.0,True
1046,carrefour mackerel fillets in olive oil 125g,tins cans & packets,01.1.2.5,True,1,qwen2.5:32b,01.1.3.1,False
1047,aureli organic carrot juice,organic drinks,01.2.1.0,True,6,qwen2.5:32b,01.2.9.0,False
1048,piemme limoncello di sorrento igp 1 lt,"acqua, bevande, alcolici | liquori",02.1.1.0,True,2,qwen2.5:32b,02.2.0.0,False
1049,garganega muller thurgau igt,"vini, birra e liquori | vini",02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
1050,mr organic baked beans,organic products,01.1.7.9,True,2,qwen2.5:32b,01.1.1.1,False
1051,grappa barricata la corte 40deg 1l,grappe & alcool,02.1.1.0,True,9,qwen2.5:32b,02.1.1.0,True
1052,borges vinegar garlic wine 250ml,food cupboard groceries | cooking ingredients | oil & vinegar,01.1.9.3,True,6,qwen2.5:32b,01.1.9.9,False
1053,tipiak garlic croutons 500 grms,tins cans & packets,01.1.1.3,True,2,qwen2.5:32b,01.1.9.9,False
1054,monster energy 4 pack  x50cl,drinks | energy drinks | energy drinks,01.2.9.0,True,7,qwen2.5:32b,01.2.9.0,True
1055,cody's export beer,beer,02.1.3.0,True,9,qwen2.5:32b,02.1.3.0,True
1056,carrefour lemon tea,iced tea,01.2.3.0,True,9,qwen2.5:32b,01.1.8.6,False
1057,sant anna frizzante,water,01.2.5.0,True,9,qwen2.5:32b,02.1.1.0,False
1058,whitley neill original dry gin 70cl,drinks | spirits & liqueurs | gin,02.1.1.0,True,3,qwen2.5:32b,02.1.1.0,True
1059,rio d'oro(r) direktsaft premium 1 l,saft & nektar,01.2.1.0,False,0,qwen2.5:32b,01.2.1.0,True
1060,blue nun delicate white 75cl,drinks | wine | white wine,02.1.2.1,True,12,qwen2.5:32b,02.1.2.1,True
1061,rosa filari vino rosato frizzante 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,6,qwen2.5:32b,02.1.2.2,False
1062,dumi pecorino colli pescaresi 75ml,wine,02.1.2.1,True,9,qwen2.5:32b,02.1.2.2,False
1063,"rio d'oro fruchtsaft 6 x 0,33 l",saft & nektar,01.2.1.0,False,0,qwen2.5:32b,01.2.1.0,True
1064,lavazza a modo mio caps.intenso 16 caps,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,True,10,qwen2.5:32b,01.2.2.0,True
1065,pfanner peach juice,juices,01.2.1.0,True,7,qwen2.5:32b,01.2.9.0,False
1066,flora pro activ buttery spread EUR3.99 250g,"milk, butter & eggs",01.1.5.2,True,1,qwen2.5:32b,01.1.5.2,True
1067,moo moo free sour cherry cocoa bar,organic products,01.1.8.5,True,10,qwen2.5:32b,01.1.9.9,False
1068,woodpecker cider 500ml,beer & cider,02.1.2.2,True,9,qwen2.5:32b,04.5.4.2,False
1069,poder bosco grappa 700ml,spirits,02.1.1.0,True,9,qwen2.5:32b,02.1.1.0,True
1070,fontana still water glass bottle 750ml,bottled water,01.2.5.0,True,11,qwen2.5:32b,01.2.5.0,True
1071,scaranto primitivo salento 2022,wine,02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
1072,cisk excel large,beer,02.1.3.0,True,9,qwen2.5:32b,02.1.3.0,True
1073,pesca ice tea,"acqua, bibite e succhi | bibite",01.2.3.0,True,10,qwen2.5:32b,01.2.6.0,False
1074,tagua tagua family reserve cabarnet sauvignon 750ml,wine,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
1075,prosecco margherita  extra dry 750ml,wine,02.1.2.1,True,9,qwen2.5:32b,02.1.2.1,True
1076,yutaka roasted white sesame seeds 100 grms,tins cans & packets,01.1.9.4,True,3,qwen2.5:32b,01.1.9.4,True
1077,don garcia sangria 1.5ltr,drinks | wine | dessert wine,02.1.2.1,True,6,qwen2.5:32b,02.1.2.2,False
1078,danone vitasnella depurathe the al limone in acqua 500 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.3.0,False,0,qwen2.5:32b,01.2.9.0,False
1079,zott caffreze latte macchiato 200ml,chilled and dairy | yoghurt & smoothies,01.1.4.7,True,1,qwen2.5:32b,01.1.4.7,True
1080,cisk excel cans,beer,02.1.3.0,True,6,qwen2.5:32b,02.1.3.0,True
1081,yogi spicy chai x12,beverages | coffee & tea,01.2.3.0,True,8,qwen2.5:32b,01.2.3.0,True
1082,valle + burro 250g,burro & margarina,01.1.5.3,True,11,qwen2.5:32b,01.1.6.7,False
1083,the botanist islay gin 700 ml,spirits,02.1.1.0,True,3,qwen2.5:32b,02.1.1.0,True
1084,bacardi carta oro superior gold rum 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,4,qwen2.5:32b,02.2.0.0,False
1085,dragon cranberries,organic products,01.1.6.9,False,0,qwen2.5:32b,01.1.9.9,False
1086,basso pigato doc riviera ponente 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,9,qwen2.5:32b,02.1.2.1,True
1087,provamel bio organic oat milk,organic products,01.1.4.4,True,12,qwen2.5:32b,09.3.1.2,False
1088,sir winston te rosso aromatizzato lampone e vaniglia 30 gr,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,True,11,qwen2.5:32b,01.2.3.0,True
1089,mocay capuccino,cold coffee,01.1.4.7,True,5,qwen2.5:32b,01.2.6.0,False
1090,rauch ice tea peach 1 ltr,soft drinks,01.2.3.0,True,10,qwen2.5:32b,01.2.6.0,False
1091,balance pinotage shiraz 2013 75cl,drinks | wine | red wine,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
1092,traminer aromatico igt,"vini, birra e liquori | vini",02.1.2.1,True,9,qwen2.5:32b,02.1.2.1,True
1093,sant'anna limone 800 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,True,4,qwen2.5:32b,02.1.1.0,False
1094,the berry company blueberry juice 1 ltr,juices & smoothies,01.2.1.0,True,8,qwen2.5:32b,01.2.1.0,True
1095,pfanner frutti rossi 2 lt,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,True,3,qwen2.5:32b,01.2.1.0,True
1096,aquav. kiw/apple/melog.pet 40cl,drinks | water | water - flavoured ,01.2.9.0,True,4,qwen2.5:32b,01.1.1.2,False
1097,natrue chocoat + cocoa + hazelnut drink 1ltr,"chilled and dairy | milk, butter & eggs",01.2.4.0,True,8,qwen2.5:32b,01.1.4.7,False
1098,leffe rituel 9 birra chiara 330 ml,"acqua, bevande, alcolici | birra",02.1.3.0,True,10,qwen2.5:32b,02.1.3.0,True
1099,8.6 ipl beer can  500ml,beer & cider,02.1.3.0,True,11,qwen2.5:32b,02.1.3.0,True
1100,carrefour salmon fillets 190 190g,tins cans & packets,01.1.9.1,True,1,qwen2.5:32b,01.1.3.1,False
1101,sacla pizza sauce 350 grms,tins cans & packets,01.1.9.3,True,2,qwen2.5:32b,01.1.9.9,False
1102,peralada cava brut 75cl,drinks | wine | champagne & sparkling wine,02.1.2.1,True,8,qwen2.5:32b,02.1.2.1,True
1103,the classic collection rossini syrah rose 750 ml,wine,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
1104,rosso roma doc,"vini, birra e liquori | vini",02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
1105,john's indian single malt brilliance whisky,alcohol,02.1.1.0,True,6,qwen2.5:32b,02.2.0.0,False
1106,grappa lambrusco 500 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,7,qwen2.5:32b,02.1.2.1,False
1107,bella modella prosecco doc 75cl,drinks | wine | champagne & sparkling wine,02.1.2.1,True,9,qwen2.5:32b,02.1.2.1,True
1108,casa de campo chile 2018 premium cabernet sauvignon,wine,02.1.2.1,True,12,qwen2.5:32b,02.1.2.1,True
1109,principato cabernet sauvignon merlot,wine,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
